image_name,label,x,y,width,height
stereo20190406_065607_p0_snap_075.jpg,1,24,1119,170,170
stereo20190406_065607_p0_snap_075.jpg,1,1340,1104,188,188
stereo20190406_065607_p0_snap_075.jpg,1,1438,1154,188,188
stereo20190405_133623_p1_snap_136.jpg,1,1127,372,60,60
stereo20190405_133623_p1_snap_136.jpg,1,1212,508,60,60
stereo20190405_133623_p1_snap_136.jpg,1,1217,778,78,78
stereo20190405_133623_p1_snap_136.jpg,1,1183,1132,78,78
stereo20190405_133623_p1_snap_136.jpg,1,794,1567,78,78
stereo20190405_133623_p1_snap_136.jpg,1,1193,1699,84,84
stereo20190405_133623_p1_snap_136.jpg,1,866,1688,90,90
stereo20190405_133623_p1_snap_136.jpg,1,327,1309,84,84
stereo20190405_133623_p1_snap_136.jpg,3,383,1322,118,118
stereo20190405_133623_p1_snap_136.jpg,1,93,1777,108,108
stereo20190405_133623_p1_snap_136.jpg,2,369,1777,148,148
stereo20190405_133623_p1_snap_136.jpg,1,246,1792,148,148
stereo20190406_065607_p0_snap_010.jpg,3,1791,1111,72,72
stereo20190406_065607_p0_snap_010.jpg,1,1210,1670,92,92
stereo20190406_065607_p0_snap_010.jpg,1,1282,1706,76,76
stereo20190406_065607_p0_snap_010.jpg,1,1871,329,126,126
stereo20190406_065607_p0_snap_010.jpg,1,1694,336,152,152
stereo20190406_065607_p0_snap_010.jpg,3,1542,1805,188,188
stereo20190406_065607_p0_snap_010.jpg,1,527,202,152,152
stereo20190406_065607_p0_snap_010.jpg,1,1592,601,152,152
stereo20190406_065607_p0_snap_010.jpg,1,778,1077,82,82
stereo20190406_065607_p0_snap_010.jpg,3,1527,1269,188,188
stereo20190406_065607_p0_snap_089.jpg,3,1676,607,90,90
stereo20190406_065607_p0_snap_089.jpg,1,710,1484,214,214
stereo20190406_065607_p0_snap_089.jpg,1,312,219,76,76
stereo20190406_065607_p0_snap_089.jpg,2,245,186,76,76
stereo20190406_065607_p0_snap_089.jpg,1,561,851,88,88
stereo20190406_065607_p0_snap_089.jpg,3,1731,721,152,152
stereo20190406_065607_p0_snap_089.jpg,2,290,586,82,82
stereo20190406_065607_p0_snap_089.jpg,1,198,559,82,82
stereo20190406_065607_p0_snap_089.jpg,1,166,210,82,82
stereo20190406_054921_p0_snap_420.jpg,3,1781,1492,76,76
stereo20190406_054921_p0_snap_420.jpg,3,1637,1842,90,90
stereo20190406_054921_p0_snap_420.jpg,1,885,1845,110,110
stereo20190406_054921_p0_snap_420.jpg,1,1222,1432,96,96
stereo20190406_054921_p0_snap_420.jpg,1,1049,1380,154,154
stereo20190406_054921_p0_snap_420.jpg,3,975,1811,136,136
stereo20190406_054921_p0_snap_420.jpg,2,1803,1614,132,132
stereo20190406_054921_p0_snap_420.jpg,2,1625,1498,148,148
stereo20190406_054921_p0_snap_420.jpg,2,1675,1595,136,136
stereo20190405_133623_p2_snap_147.jpg,3,1611,1427,76,76
stereo20190405_133623_p2_snap_147.jpg,1,808,465,92,92
stereo20190405_133623_p2_snap_147.jpg,2,172,1402,82,82
stereo20190405_133623_p2_snap_147.jpg,3,1381,1077,100,100
stereo20190405_133623_p2_snap_147.jpg,3,245,1044,82,82
stereo20190405_133623_p2_snap_147.jpg,1,234,698,82,82
stereo20190405_133623_p2_snap_147.jpg,1,535,142,100,100
stereo20190405_133623_p2_snap_147.jpg,1,799,805,100,100
stereo20190405_133623_p2_snap_147.jpg,1,222,1441,82,82
stereo20190405_133623_p2_snap_147.jpg,1,1293,1893,100,100
stereo20190405_133623_p2_snap_147.jpg,1,1301,1556,118,118
stereo20190405_135700_p1_snap_016.jpg,2,744,1035,76,76
stereo20190405_135700_p1_snap_016.jpg,1,71,86,100,100
stereo20190405_135700_p1_snap_016.jpg,1,157,157,82,82
stereo20190405_135700_p1_snap_016.jpg,1,704,660,82,82
stereo20190405_135700_p1_snap_016.jpg,1,68,435,118,118
stereo20190406_065118_p0_snap_226.jpg,3,990,1153,72,72
stereo20190406_065118_p0_snap_226.jpg,1,1653,1312,72,72
stereo20190406_065118_p0_snap_226.jpg,2,1033,732,92,92
stereo20190406_065118_p0_snap_226.jpg,1,1259,553,142,142
stereo20190406_065118_p0_snap_226.jpg,2,1423,455,176,176
stereo20190406_065118_p0_snap_226.jpg,3,1630,911,82,82
stereo20190406_065118_p0_snap_226.jpg,3,1441,1213,118,118
stereo20190406_065118_p0_snap_226.jpg,1,316,1757,100,100
stereo20190406_065118_p0_snap_226.jpg,1,979,1819,82,82
stereo20190406_065118_p0_snap_226.jpg,1,1337,1816,118,118
stereo20190406_065118_p0_snap_268.jpg,1,1712,910,130,130
stereo20190406_065118_p0_snap_268.jpg,1,235,408,242,242
stereo20190406_065118_p0_snap_268.jpg,3,997,594,118,118
stereo20190406_065118_p0_snap_268.jpg,1,1257,1476,136,136
stereo20190406_065118_p0_snap_268.jpg,1,1648,958,118,118
stereo20190406_065118_p0_snap_268.jpg,2,1532,902,118,118
stereo20190406_065118_p0_snap_268.jpg,1,1133,1503,100,100
stereo20190405_133623_p2_snap_126.jpg,2,1907,1311,76,76
stereo20190405_133623_p2_snap_126.jpg,3,574,1322,76,76
stereo20190405_133623_p2_snap_126.jpg,1,518,1328,76,76
stereo20190405_133623_p2_snap_126.jpg,1,1057,483,92,92
stereo20190405_133623_p2_snap_126.jpg,1,1281,1065,110,110
stereo20190405_133623_p2_snap_126.jpg,2,1805,1267,100,100
stereo20190405_133623_p2_snap_126.jpg,2,896,1834,82,82
stereo20190405_133623_p2_snap_126.jpg,1,1586,550,64,64
stereo20190405_133623_p2_snap_126.jpg,1,47,1553,82,82
stereo20190405_133623_p2_snap_126.jpg,1,1787,1730,118,118
stereo20190405_133623_p0_snap_175.jpg,2,1677,704,72,72
stereo20190405_133623_p0_snap_175.jpg,3,1105,1536,104,104
stereo20190405_133623_p0_snap_175.jpg,1,849,1536,104,104
stereo20190405_133623_p0_snap_175.jpg,1,1219,1047,72,72
stereo20190405_133623_p0_snap_175.jpg,1,1318,1113,72,72
stereo20190405_133623_p0_snap_175.jpg,1,1440,770,120,120
stereo20190405_133623_p0_snap_175.jpg,1,925,586,120,120
stereo20190405_133623_p0_snap_175.jpg,3,994,548,120,120
stereo20190405_133623_p0_snap_175.jpg,1,1094,542,120,120
stereo20190405_133623_p0_snap_175.jpg,1,1371,766,120,120
stereo20190405_133623_p1_snap_036.jpg,1,1616,1277,76,76
stereo20190405_133623_p1_snap_036.jpg,1,1616,1277,76,76
stereo20190405_133623_p1_snap_036.jpg,1,577,1564,120,120
stereo20190405_133623_p1_snap_036.jpg,1,1261,1351,104,104
stereo20190405_133623_p1_snap_036.jpg,3,1346,1315,88,88
stereo20190405_133623_p1_snap_036.jpg,2,1334,956,120,120
stereo20190405_133623_p2_snap_089.jpg,1,1254,236,136,136
stereo20190405_133623_p2_snap_089.jpg,1,1465,1686,92,92
stereo20190405_133623_p2_snap_089.jpg,3,1794,1579,72,72
stereo20190405_133623_p2_snap_089.jpg,1,1570,693,72,72
stereo20190405_133623_p2_snap_089.jpg,1,981,938,88,88
stereo20190405_133623_p2_snap_089.jpg,3,1565,1026,72,72
stereo20190405_133623_p2_snap_089.jpg,1,1496,1044,72,72
stereo20190405_133623_p2_snap_089.jpg,1,1892,1660,104,104
stereo20190405_133623_p2_snap_089.jpg,3,568,1083,136,136
stereo20190405_133623_p2_snap_089.jpg,2,1403,1464,152,152
stereo20190405_133623_p2_snap_089.jpg,3,1387,832,136,136
stereo20190405_133623_p2_snap_089.jpg,2,1255,803,136,136
stereo20190405_133623_p2_snap_089.jpg,1,676,647,152,152
stereo20190406_065607_p0_snap_016.jpg,3,1601,1677,160,160
stereo20190406_065607_p0_snap_016.jpg,1,895,1029,208,208
stereo20190406_065607_p0_snap_016.jpg,3,1512,1071,76,76
stereo20190406_065607_p0_snap_016.jpg,1,895,889,192,192
stereo20190406_065607_p0_snap_016.jpg,3,1043,984,192,192
stereo20190406_065607_p0_snap_016.jpg,3,1091,797,76,76
stereo20190406_065607_p0_snap_016.jpg,3,1828,734,86,86
stereo20190406_065607_p0_snap_016.jpg,1,446,826,100,100
stereo20190406_065607_p0_snap_016.jpg,1,703,264,126,126
stereo20190406_065607_p0_snap_016.jpg,1,797,312,126,126
stereo20190406_065607_p0_snap_016.jpg,1,912,290,152,152
stereo20190406_065607_p0_snap_016.jpg,1,969,103,190,190
stereo20190406_065607_p0_snap_016.jpg,1,792,142,190,190
stereo20190406_065607_p0_snap_016.jpg,1,361,1760,82,82
stereo20190406_065607_p0_snap_016.jpg,2,1766,1014,136,136
stereo20190405_133623_p3_snap_013.jpg,1,1355,1858,136,136
stereo20190405_133623_p3_snap_013.jpg,3,207,1311,64,64
stereo20190405_133623_p3_snap_013.jpg,2,1390,902,136,136
stereo20190405_133623_p3_snap_013.jpg,1,763,514,118,118
stereo20190405_133623_p3_snap_013.jpg,1,866,571,136,136
stereo20190405_133623_p3_snap_013.jpg,1,754,1861,100,100
stereo20190405_133623_p3_snap_013.jpg,1,1544,1775,136,136
stereo20190405_133623_p3_snap_013.jpg,1,1488,1860,136,136
stereo20190405_133623_p3_snap_013.jpg,1,1674,1784,136,136
stereo20190405_133623_p3_snap_013.jpg,1,1633,1828,136,136
stereo20190405_133623_p2_snap_068.jpg,1,1417,1355,64,64
stereo20190405_133623_p2_snap_068.jpg,1,1290,1633,82,82
stereo20190405_133623_p2_snap_068.jpg,1,476,1236,100,100
stereo20190405_133623_p2_snap_068.jpg,1,320,1128,152,152
stereo20190405_133623_p3_snap_015.jpg,3,72,1474,76,76
stereo20190405_133623_p3_snap_015.jpg,2,1277,1177,136,136
stereo20190405_133623_p3_snap_015.jpg,1,631,803,120,120
stereo20190405_133623_p3_snap_015.jpg,1,712,862,120,120
stereo20190405_133623_p2_snap_012.jpg,1,1750,840,88,88
stereo20190405_133623_p2_snap_012.jpg,1,1792,261,104,104
stereo20190405_133623_p2_snap_012.jpg,1,1758,188,104,104
stereo20190405_133623_p2_snap_012.jpg,1,1879,245,104,104
stereo20190405_133623_p2_snap_012.jpg,1,553,367,120,120
stereo20190405_133623_p2_snap_012.jpg,2,1202,264,120,120
stereo20190405_133623_p2_snap_012.jpg,1,1726,1290,88,88
stereo20190405_133623_p2_snap_012.jpg,2,829,624,72,72
stereo20190405_133623_p2_snap_012.jpg,3,540,792,120,120
stereo20190405_135700_p0_snap_126.jpg,3,1181,1533,70,70
stereo20190405_135700_p0_snap_126.jpg,1,1789,1589,70,70
stereo20190405_135700_p0_snap_126.jpg,1,709,1875,88,88
stereo20190405_135700_p0_snap_126.jpg,1,259,1021,136,136
stereo20190405_135700_p0_snap_126.jpg,1,1579,955,104,104
stereo20190405_135700_p0_snap_126.jpg,2,1622,985,152,152
stereo20190405_135700_p0_snap_126.jpg,2,1488,971,152,152
stereo20190405_135700_p0_snap_126.jpg,3,1574,1184,152,152
stereo20190405_135700_p0_snap_126.jpg,1,838,1164,168,168
stereo20190406_054921_p0_snap_326.jpg,1,1803,705,82,82
stereo20190406_054921_p0_snap_326.jpg,1,818,1643,84,84
stereo20190406_054921_p0_snap_326.jpg,1,190,1297,84,84
stereo20190406_054921_p0_snap_326.jpg,3,1727,666,88,88
stereo20190406_054921_p0_snap_326.jpg,1,186,71,136,136
stereo20190406_054921_p0_snap_326.jpg,1,72,76,136,136
stereo20190406_054921_p0_snap_326.jpg,2,56,569,120,120
stereo20190406_054921_p0_snap_326.jpg,3,862,1187,88,88
stereo20190406_054921_p0_snap_326.jpg,1,703,1675,104,104
stereo20190406_054921_p0_snap_326.jpg,1,751,1165,104,104
stereo20190406_054921_p0_snap_326.jpg,1,862,492,120,120
stereo20190406_054921_p0_snap_326.jpg,1,743,515,120,120
stereo20190406_054921_p0_snap_326.jpg,1,1430,912,120,120
stereo20190405_133623_p1_snap_079.jpg,1,1258,1126,72,72
stereo20190405_133623_p1_snap_079.jpg,1,1324,1129,88,88
stereo20190406_054921_p0_snap_120.jpg,3,1456,465,120,120
stereo20190406_054921_p0_snap_120.jpg,1,973,418,120,120
stereo20190406_054921_p0_snap_120.jpg,3,1475,822,88,88
stereo20190406_054921_p0_snap_120.jpg,2,1393,862,104,104
stereo20190406_054921_p0_snap_120.jpg,2,40,627,104,104
stereo20190406_054921_p0_snap_120.jpg,1,463,994,88,88
stereo20190406_054921_p0_snap_120.jpg,1,761,994,104,104
stereo20190406_054921_p0_snap_120.jpg,1,1129,1229,88,88
stereo20190406_054921_p0_snap_120.jpg,1,1142,1668,88,88
stereo20190406_054921_p0_snap_120.jpg,1,1081,1694,88,88
stereo20190405_133623_p1_snap_148.jpg,1,1347,1426,104,104
stereo20190405_133623_p1_snap_148.jpg,3,1248,1408,104,104
stereo20190405_133623_p1_snap_148.jpg,3,1806,1412,72,72
stereo20190405_133623_p1_snap_148.jpg,1,1840,1170,72,72
stereo20190405_133623_p1_snap_148.jpg,3,1499,1002,88,88
stereo20190405_133623_p1_snap_148.jpg,1,1476,88,120,120
stereo20190405_133623_p1_snap_148.jpg,1,615,1305,152,152
stereo20190405_133623_p1_snap_148.jpg,1,297,1417,88,88
stereo20190405_133623_p1_snap_148.jpg,1,156,1325,72,72
stereo20190405_133623_p1_snap_148.jpg,1,111,903,88,88
stereo20190405_135700_p1_snap_049.jpg,1,1678,413,102,102
stereo20190405_135700_p1_snap_049.jpg,1,283,601,98,98
stereo20190405_135700_p1_snap_049.jpg,1,1272,609,82,82
stereo20190405_135700_p1_snap_049.jpg,1,1589,390,100,100
stereo20190405_135700_p1_snap_049.jpg,1,1097,231,100,100
stereo20190405_135700_p1_snap_049.jpg,1,387,68,118,118
stereo20190406_054921_p0_snap_412.jpg,1,304,1125,62,62
stereo20190406_054921_p0_snap_412.jpg,1,799,1187,62,62
stereo20190406_054921_p0_snap_412.jpg,1,46,1446,160,160
stereo20190406_054921_p0_snap_412.jpg,1,887,516,76,76
stereo20190406_054921_p0_snap_412.jpg,2,1321,40,92,92
stereo20190406_054921_p0_snap_412.jpg,2,1847,868,142,142
stereo20190406_054921_p0_snap_412.jpg,1,1786,1851,126,126
stereo20190406_054921_p0_snap_412.jpg,1,1852,1118,82,82
stereo20190406_054921_p0_snap_412.jpg,2,1257,420,100,100
stereo20190406_054921_p0_snap_412.jpg,2,1781,147,136,136
stereo20190406_054921_p0_snap_412.jpg,1,784,1068,118,118
stereo20190406_065607_p0_snap_054.jpg,2,846,1211,112,112
stereo20190406_065607_p0_snap_054.jpg,1,1410,1523,76,76
stereo20190406_065607_p0_snap_054.jpg,2,1395,799,76,76
stereo20190406_065607_p0_snap_054.jpg,1,1185,324,176,176
stereo20190406_065607_p0_snap_054.jpg,1,958,284,226,226
stereo20190406_065607_p0_snap_054.jpg,1,664,1480,76,76
stereo20190406_065607_p0_snap_054.jpg,3,1352,1882,64,64
stereo20190406_065607_p0_snap_054.jpg,1,855,876,82,82
stereo20190406_065607_p0_snap_054.jpg,1,719,1038,224,224
stereo20190406_065607_p0_snap_054.jpg,2,172,1373,152,152
stereo20190406_065607_p0_snap_054.jpg,1,1399,1932,64,64
stereo20190406_065607_p0_snap_054.jpg,1,630,1754,82,82
stereo20190406_065607_p0_snap_054.jpg,1,615,1790,82,82
stereo20190406_065607_p0_snap_054.jpg,1,1358,840,82,82
stereo20190406_065607_p0_snap_054.jpg,1,1299,846,82,82
stereo20190405_133623_p1_snap_129.jpg,1,731,774,88,88
stereo20190405_133623_p1_snap_170.jpg,3,828,1648,64,64
stereo20190405_133623_p1_snap_170.jpg,2,1050,1636,82,82
stereo20190405_133623_p1_snap_170.jpg,2,1157,1435,100,100
stereo20190405_133623_p1_snap_170.jpg,1,772,1672,64,64
stereo20190405_133623_p1_snap_170.jpg,1,743,1648,64,64
stereo20190405_133623_p1_snap_170.jpg,1,657,1299,64,64
stereo20190405_133623_p1_snap_170.jpg,1,686,1252,64,64
stereo20190405_133623_p1_snap_170.jpg,1,420,506,118,118
stereo20190405_133623_p1_snap_170.jpg,1,503,505,136,136
stereo20190405_133623_p1_snap_170.jpg,1,222,1748,82,82
stereo20190405_133623_p1_snap_170.jpg,1,290,1757,82,82
stereo20190406_065607_p0_snap_020.jpg,1,410,1237,72,72
stereo20190406_065607_p0_snap_020.jpg,2,1333,1148,72,72
stereo20190406_065607_p0_snap_020.jpg,3,430,910,82,82
stereo20190406_065607_p0_snap_020.jpg,3,1416,460,74,74
stereo20190406_065607_p0_snap_020.jpg,1,1385,819,82,82
stereo20190406_065607_p0_snap_020.jpg,2,530,538,82,82
stereo20190406_065607_p0_snap_020.jpg,3,1488,142,64,64
stereo20190406_065607_p0_snap_020.jpg,3,970,843,82,82
stereo20190406_065607_p0_snap_020.jpg,2,480,1367,170,170
stereo20190406_065607_p0_snap_020.jpg,2,770,642,152,152
stereo20190406_065607_p0_snap_020.jpg,2,1296,875,118,118
stereo20190406_065607_p0_snap_020.jpg,2,456,565,82,82
stereo20190406_065607_p0_snap_020.jpg,3,1358,494,82,82
stereo20190406_065607_p0_snap_205.jpg,1,430,1322,84,84
stereo20190406_065607_p0_snap_205.jpg,1,479,1162,78,78
stereo20190406_065607_p0_snap_205.jpg,2,1493,1360,76,76
stereo20190406_065607_p0_snap_205.jpg,1,1440,1004,72,72
stereo20190406_065607_p0_snap_205.jpg,1,1011,1396,168,168
stereo20190406_065607_p0_snap_205.jpg,1,1045,1547,184,184
stereo20190406_065607_p0_snap_205.jpg,1,64,1019,80,80
stereo20190406_065607_p0_snap_205.jpg,3,637,847,80,80
stereo20190406_065607_p0_snap_205.jpg,2,563,828,72,72
stereo20190406_065607_p0_snap_205.jpg,1,600,520,88,88
stereo20190406_065607_p0_snap_205.jpg,3,73,379,88,88
stereo20190406_065607_p0_snap_205.jpg,1,1826,1193,170,170
stereo20190406_054921_p0_snap_297.jpg,1,1790,1492,82,82
stereo20190406_054921_p0_snap_297.jpg,1,1835,1531,82,82
stereo20190406_054921_p0_snap_297.jpg,2,943,1180,76,76
stereo20190406_054921_p0_snap_297.jpg,3,792,1606,120,120
stereo20190406_054921_p0_snap_956.jpg,1,523,54,84,84
stereo20190406_054921_p0_snap_956.jpg,1,436,6,112,112
stereo20190406_054921_p0_snap_956.jpg,1,1208,923,96,96
stereo20190406_054921_p0_snap_956.jpg,1,1255,536,110,110
stereo20190406_054921_p0_snap_956.jpg,1,572,36,120,120
stereo20190406_054921_p0_snap_956.jpg,1,1296,861,100,100
stereo20190406_054921_p0_snap_956.jpg,1,1358,139,82,82
stereo20190406_054921_p0_snap_956.jpg,1,1257,65,100,100
stereo20190406_054921_p0_snap_676.jpg,2,640,257,142,142
stereo20190406_054921_p0_snap_676.jpg,1,1376,1386,126,126
stereo20190406_054921_p0_snap_676.jpg,3,1886,1177,72,72
stereo20190406_054921_p0_snap_676.jpg,1,412,619,72,72
stereo20190406_054921_p0_snap_676.jpg,1,648,796,118,118
stereo20190406_054921_p0_snap_676.jpg,1,544,828,118,118
stereo20190406_054921_p0_snap_676.jpg,1,1429,1434,136,136
stereo20190406_054921_p0_snap_676.jpg,1,615,1716,100,100
stereo20190406_054921_p0_snap_676.jpg,1,554,284,152,152
stereo20190405_133623_p2_snap_155.jpg,3,591,59,120,120
stereo20190405_133623_p2_snap_155.jpg,1,501,963,120,120
stereo20190405_133623_p2_snap_155.jpg,1,467,497,136,136
stereo20190406_054921_p0_snap_283.jpg,3,1678,1792,142,142
stereo20190406_054921_p0_snap_283.jpg,1,208,1787,90,90
stereo20190406_054921_p0_snap_283.jpg,3,961,1671,90,90
stereo20190406_054921_p0_snap_283.jpg,1,218,521,104,104
stereo20190405_135700_p0_snap_166.jpg,1,701,498,252,252
stereo20190405_135700_p0_snap_166.jpg,1,1742,1387,88,88
stereo20190405_135700_p0_snap_166.jpg,3,1691,1353,88,88
stereo20190405_135700_p0_snap_166.jpg,3,1821,1361,88,88
stereo20190405_135700_p0_snap_166.jpg,3,1799,1773,120,120
stereo20190405_133623_p2_snap_088.jpg,3,1827,1467,84,84
stereo20190405_133623_p2_snap_088.jpg,3,1596,904,84,84
stereo20190405_133623_p2_snap_088.jpg,1,1528,932,84,84
stereo20190405_133623_p2_snap_088.jpg,1,575,421,90,90
stereo20190405_133623_p2_snap_088.jpg,1,415,1517,110,110
stereo20190405_133623_p2_snap_088.jpg,2,1285,624,136,136
stereo20190405_133623_p2_snap_088.jpg,2,1436,1294,152,152
stereo20190405_133623_p2_snap_088.jpg,3,595,906,136,136
stereo20190405_133623_p2_snap_088.jpg,1,1287,64,136,136
stereo20190405_133623_p2_snap_088.jpg,3,1414,645,136,136
stereo20190405_133623_p2_snap_088.jpg,1,703,481,152,152
stereo20190406_054921_p0_snap_497.jpg,1,1043,1676,76,76
stereo20190406_054921_p0_snap_497.jpg,1,1171,1443,72,72
stereo20190406_054921_p0_snap_497.jpg,1,754,931,72,72
stereo20190406_054921_p0_snap_497.jpg,1,507,641,88,88
stereo20190406_054921_p0_snap_497.jpg,1,1598,943,88,88
stereo20190406_054921_p0_snap_497.jpg,1,1305,700,88,88
stereo20190406_054921_p0_snap_497.jpg,2,1044,1884,88,88
stereo20190406_054921_p0_snap_497.jpg,3,746,1294,72,72
stereo20190406_054921_p0_snap_497.jpg,2,631,1571,120,120
stereo20190406_054921_p0_snap_497.jpg,1,569,1626,120,120
stereo20190405_133623_p0_snap_048.jpg,1,1859,1155,60,60
stereo20190405_133623_p0_snap_048.jpg,1,1551,1100,60,60
stereo20190405_133623_p0_snap_048.jpg,2,1026,286,60,60
stereo20190405_133623_p0_snap_048.jpg,1,548,1196,60,60
stereo20190405_133623_p0_snap_048.jpg,1,162,725,76,76
stereo20190405_133623_p0_snap_048.jpg,1,1505,546,126,126
stereo20190405_133623_p0_snap_048.jpg,2,789,117,126,126
